GCA_000633085.1	PRJNA241077	SAMN02713587	Contig	31/10/2008	Georgia: Tbilissi	pulmonary tuberculosis	The strain was isolated from a sputum of a patient with pulmonary tuberculosis
GCA_001944855.1	PRJNA343736	SAMN06010232	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944845.1	PRJNA343736	SAMN06010233	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944865.1	PRJNA343736	SAMN06010234	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944895.1	PRJNA343736	SAMN06010235	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944935.1	PRJNA343736	SAMN06010236	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944955.1	PRJNA343736	SAMN06010239	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944945.1	PRJNA343736	SAMN06010238	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001944925.1	PRJNA343736	SAMN06010237	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945005.1	PRJNA343736	SAMN06010240	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945025.1	PRJNA343736	SAMN06010241	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945045.1	PRJNA343736	SAMN06010244	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945065.1	PRJNA343736	SAMN06010242	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945085.1	PRJNA343736	SAMN06010245	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945075.1	PRJNA343736	SAMN06010243	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945125.1	PRJNA343736	SAMN06010246	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945155.1	PRJNA343736	SAMN06010248	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945145.1	PRJNA343736	SAMN06010247	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945165.1	PRJNA343736	SAMN06010249	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945205.1	PRJNA343736	SAMN06010250	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945225.1	PRJNA343736	SAMN06010252	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945245.1	PRJNA343736	SAMN06010253	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945235.1	PRJNA343736	SAMN06010251	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945285.1	PRJNA343736	SAMN06010254	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945315.1	PRJNA343736	SAMN06010256	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945305.1	PRJNA343736	SAMN06010255	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945325.1	PRJNA343736	SAMN06010257	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945695.1	PRJNA343736	SAMN06010319	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945715.1	PRJNA343736	SAMN06010322	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945685.1	PRJNA343736	SAMN06010320	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945705.1	PRJNA343736	SAMN06010321	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945765.1	PRJNA343736	SAMN06010324	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945775.1	PRJNA343736	SAMN06010326	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945795.1	PRJNA343736	SAMN06010325	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945785.1	PRJNA343736	SAMN06010323	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945845.1	PRJNA343736	SAMN06010327	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945865.1	PRJNA343736	SAMN06010329	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945875.1	PRJNA343736	SAMN06010330	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945855.1	PRJNA343736	SAMN06010328	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945955.1	PRJNA343736	SAMN06010333	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945935.1	PRJNA343736	SAMN06010332	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945945.1	PRJNA343736	SAMN06010334	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001945925.1	PRJNA343736	SAMN06010331	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946025.1	PRJNA343736	SAMN06010335	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946005.1	PRJNA343736	SAMN06010336	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946015.1	PRJNA343736	SAMN06010338	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946035.1	PRJNA343736	SAMN06010337	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946095.1	PRJNA343736	SAMN06010340	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946085.1	PRJNA343736	SAMN06010341	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946105.1	PRJNA343736	SAMN06010339	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946115.1	PRJNA343736	SAMN06010342	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946165.1	PRJNA343736	SAMN06010344	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946175.1	PRJNA343736	SAMN06010345	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946195.1	PRJNA343736	SAMN06010346	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946185.1	PRJNA343736	SAMN06010347	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946245.1	PRJNA343736	SAMN06010348	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946255.1	PRJNA343736	SAMN06010349	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946265.1	PRJNA343736	SAMN06010350	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946275.1	PRJNA343736	SAMN06010351	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946335.1	PRJNA343736	SAMN06010354	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946345.1	PRJNA343736	SAMN06010352	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946325.1	PRJNA343736	SAMN06010353	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946355.1	PRJNA343736	SAMN06010355	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946415.1	PRJNA343736	SAMN06010357	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946425.1	PRJNA343736	SAMN06010360	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946405.1	PRJNA343736	SAMN06010356	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946435.1	PRJNA343736	SAMN06010363	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946515.1	PRJNA343736	SAMN06010370	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946505.1	PRJNA343736	SAMN06010373	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946485.1	PRJNA343736	SAMN06010369	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946495.1	PRJNA343736	SAMN06010366	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946565.1	PRJNA343736	SAMN06010379	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946585.1	PRJNA343736	SAMN06010383	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946605.1	PRJNA343736	SAMN06010376	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946575.1	PRJNA343736	SAMN06010382	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946645.1	PRJNA343736	SAMN06010386	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946655.1	PRJNA343736	SAMN06010387	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946675.1	PRJNA343736	SAMN06010397	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946705.1	PRJNA343736	SAMN06010391	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946725.1	PRJNA343736	SAMN06010400	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946745.1	PRJNA343736	SAMN06010403	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946755.1	PRJNA343736	SAMN06010406	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946785.1	PRJNA343736	SAMN06010410	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946795.1	PRJNA343736	SAMN06010413	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946815.1	PRJNA343736	SAMN06010416	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946835.1	PRJNA343736	SAMN06010419	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946865.1	PRJNA343736	SAMN06010423	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946875.1	PRJNA343736	SAMN06010426	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946885.1	PRJNA343736	SAMN06010432	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946895.1	PRJNA343736	SAMN06010429	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946945.1	PRJNA343736	SAMN06010435	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946955.1	PRJNA343736	SAMN06010438	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946965.1	PRJNA343736	SAMN06010441	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001946995.1	PRJNA343736	SAMN06010444	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947025.1	PRJNA343736	SAMN06010448	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947045.1	PRJNA343736	SAMN06010452	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947035.1	PRJNA343736	SAMN06010451	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947065.1	PRJNA343736	SAMN06010455	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947115.1	PRJNA343736	SAMN06010462	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947105.1	PRJNA343736	SAMN06010458	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947125.1	PRJNA343736	SAMN06010465	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947135.1	PRJNA343736	SAMN06010468	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947185.1	PRJNA343736	SAMN06010472	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947195.1	PRJNA343736	SAMN06010475	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947205.1	PRJNA343736	SAMN06010478	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947215.1	PRJNA343736	SAMN06010482	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947265.1	PRJNA343736	SAMN06010485	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947285.1	PRJNA343736	SAMN06010358	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947275.1	PRJNA343736	SAMN06010489	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947305.1	PRJNA343736	SAMN06010361	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947355.1	PRJNA343736	SAMN06010367	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947345.1	PRJNA343736	SAMN06010364	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947365.1	PRJNA343736	SAMN06010371	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947385.1	PRJNA343736	SAMN06010374	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947425.1	PRJNA343736	SAMN06010377	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947435.1	PRJNA343736	SAMN06010380	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947445.1	PRJNA343736	SAMN06010384	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947455.1	PRJNA343736	SAMN06010388	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947505.1	PRJNA343736	SAMN06010392	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947515.1	PRJNA343736	SAMN06010394	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947535.1	PRJNA343736	SAMN06010398	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947525.1	PRJNA343736	SAMN06010401	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947615.1	PRJNA343736	SAMN06010411	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947585.1	PRJNA343736	SAMN06010404	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947605.1	PRJNA343736	SAMN06010407	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947595.1	PRJNA343736	SAMN06010408	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947665.1	PRJNA343736	SAMN06010414	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947705.1	PRJNA343736	SAMN06010424	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947685.1	PRJNA343736	SAMN06010417	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947675.1	PRJNA343736	SAMN06010420	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947755.1	PRJNA343736	SAMN06010433	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947745.1	PRJNA343736	SAMN06010427	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947765.1	PRJNA343736	SAMN06010430	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947805.1	PRJNA343736	SAMN06010442	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947825.1	PRJNA343736	SAMN06010439	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947815.1	PRJNA343736	SAMN06010445	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947865.1	PRJNA343736	SAMN06010436	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947885.1	PRJNA343736	SAMN06010449	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947895.1	PRJNA343736	SAMN06010453	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947905.1	PRJNA343736	SAMN06010456	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947915.1	PRJNA343736	SAMN06010459	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947965.1	PRJNA343736	SAMN06010463	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947985.1	PRJNA343736	SAMN06010469	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947975.1	PRJNA343736	SAMN06010466	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001947995.1	PRJNA343736	SAMN06010470	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948055.1	PRJNA343736	SAMN06010473	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948045.1	PRJNA343736	SAMN06010476	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948065.1	PRJNA343736	SAMN06010479	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948075.1	PRJNA343736	SAMN06010483	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948135.1	PRJNA343736	SAMN06010491	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948125.1	PRJNA343736	SAMN06010486	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948155.1	PRJNA343736	SAMN06010362	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948165.1	PRJNA343736	SAMN06010359	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948205.1	PRJNA343736	SAMN06010365	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948215.1	PRJNA343736	SAMN06010368	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948225.1	PRJNA343736	SAMN06010372	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948255.1	PRJNA343736	SAMN06010375	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948295.1	PRJNA343736	SAMN06010381	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948285.1	PRJNA343736	SAMN06010378	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948305.1	PRJNA343736	SAMN06010385	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948315.1	PRJNA343736	SAMN06010389	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948365.1	PRJNA343736	SAMN06010390	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948375.1	PRJNA343736	SAMN06010393	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948385.1	PRJNA343736	SAMN06010395	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948405.1	PRJNA343736	SAMN06010396	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948445.1	PRJNA343736	SAMN06010399	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948465.1	PRJNA343736	SAMN06010405	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948475.1	PRJNA343736	SAMN06010409	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948455.1	PRJNA343736	SAMN06010402	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948525.1	PRJNA343736	SAMN06010412	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948565.1	PRJNA343736	SAMN06010421	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948545.1	PRJNA343736	SAMN06010418	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948535.1	PRJNA343736	SAMN06010415	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948605.1	PRJNA343736	SAMN06010422	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948625.1	PRJNA343736	SAMN06010428	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948615.1	PRJNA343736	SAMN06010425	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948645.1	PRJNA343736	SAMN06010431	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948685.1	PRJNA343736	SAMN06010434	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948695.1	PRJNA343736	SAMN06010437	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948705.1	PRJNA343736	SAMN06010440	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948725.1	PRJNA343736	SAMN06010443	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948765.1	PRJNA343736	SAMN06010446	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948775.1	PRJNA343736	SAMN06010450	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948785.1	PRJNA343736	SAMN06010447	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948805.1	PRJNA343736	SAMN06010454	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948845.1	PRJNA343736	SAMN06010457	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948855.1	PRJNA343736	SAMN06010460	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948865.1	PRJNA343736	SAMN06010461	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948885.1	PRJNA343736	SAMN06010464	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948935.1	PRJNA343736	SAMN06010471	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948925.1	PRJNA343736	SAMN06010467	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948945.1	PRJNA343736	SAMN06010474	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001948965.1	PRJNA343736	SAMN06010477	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001949005.1	PRJNA343736	SAMN06010480	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001949015.1	PRJNA343736	SAMN06010481	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001949025.1	PRJNA343736	SAMN06010484	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001949045.1	PRJNA343736	SAMN06010487	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001949085.1	PRJNA343736	SAMN06010488	Contig	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_001949095.1	PRJNA343736	SAMN06010492	Scaffold	1/1/2012	Peru: Lima	tuberculosis	patient
GCA_900162635.1	PRJEB14778	SAMEA78793168	Contig	NULL	NULL	NULL	NULL
GCA_900162655.1	PRJEB14776	SAMEA4358966	Contig	29/12/2015	Morocco	NULL	crachat
GCA_001997425.1	PRJNA203167	SAMN02837629	Chromosome	9/8/2007	USA	NULL	sputum
GCA_001997465.1	PRJNA203188	SAMN02837650	Chromosome	12/5/2004	USA	NULL	bronchial fluid
GCA_001997495.1	PRJNA203189	SAMN02837651	Chromosome	24/7/2003	USA	NULL	sputum
GCA_001997525.1	PRJNA203190	SAMN02837652	Chromosome	13/5/2002	USA	NULL	sputum
GCA_001997545.1	PRJNA203191	SAMN02837653	Chromosome	4/1/2002	USA	NULL	bronchial fluid
GCA_001997565.1	PRJNA203192	SAMN02837654	Chromosome	9/2/2005	USA	NULL	bronchial fluid
GCA_001997585.1	PRJNA203193	SAMN02837655	Chromosome	10/8/2005	USA	NULL	kidney
GCA_001997605.1	PRJNA203194	SAMN02837656	Chromosome	13/9/2006	USA	NULL	sputum
GCA_001997625.1	PRJNA203195	SAMN02837657	Chromosome	26/1/2007	USA	NULL	sputum
GCA_001997665.1	PRJNA203196	SAMN02837658	Chromosome	17/6/2009	USA	NULL	bronchus
GCA_001997695.1	PRJNA203159	SAMN02837622	Chromosome	12/10/2004	USA	NULL	pleural fluid
GCA_001997685.1	PRJNA341407	SAMN05721795	Scaffold	missing	missing	missing	missing
GCA_001997725.1	PRJNA203174	SAMN02837636	Chromosome	31/5/2002	USA	NULL	sputum
GCA_001997745.1	PRJNA341407	SAMN05721796	Scaffold	missing	missing	missing	missing
GCA_001997775.1	PRJNA203175	SAMN02837637	Chromosome	21/3/2005	USA	NULL	sputum
GCA_001997765.1	PRJNA341407	SAMN05721797	Scaffold	missing	missing	missing	missing
GCA_001997805.1	PRJNA203178	SAMN02837640	Chromosome	16/1/2007	USA	NULL	sputum
GCA_001997825.1	PRJNA341407	SAMN05721798	Scaffold	missing	missing	missing	missing
GCA_001997855.1	PRJNA341407	SAMN05721793	Scaffold	missing	missing	missing	missing
GCA_001997885.1	PRJNA203171	SAMN02837633	Chromosome	11/5/2008	USA	NULL	sputum
GCA_001997905.1	PRJNA341407	SAMN05721800	Scaffold	missing	missing	missing	missing
GCA_001997935.1	PRJNA203179	SAMN02837641	Chromosome	11/3/2007	USA	NULL	bronchial fluid
GCA_001997915.1	PRJNA341407	SAMN05721801	Scaffold	missing	missing	missing	missing
GCA_001997975.1	PRJNA203177	SAMN02837639	Chromosome	14/1/2006	USA	NULL	sputum
GCA_001998025.1	PRJNA203165	SAMN02837627	Chromosome	2/6/2005	USA	NULL	sputum
GCA_001998075.1	PRJNA203163	SAMN02837625	Chromosome	17/8/2005	USA	NULL	lung
GCA_001998065.1	PRJNA341407	SAMN05721794	Scaffold	missing	missing	missing	missing
GCA_001998105.1	PRJNA203181	SAMN02837643	Chromosome	22/1/2007	USA	NULL	sputum
GCA_001998145.1	PRJNA203172	SAMN02837634	Chromosome	5/8/2008	USA	NULL	bronchial fluid
GCA_001998175.1	PRJNA203170	SAMN02837632	Chromosome	22/6/2008	USA	NULL	sputum
GCA_001998225.1	PRJNA203173	SAMN02837635	Chromosome	13/8/2004	USA	NULL	bronchial fluid
GCA_001998265.1	PRJNA203176	SAMN02837638	Chromosome	14/4/2005	USA	NULL	bronchial fluid
GCA_001998365.1	PRJNA203160	SAMN02837623	Chromosome	20/3/2004	USA	NULL	CSF
GCA_001998425.1	PRJNA203164	SAMN02837626	Chromosome	7/3/2006	USA	NULL	sputum
GCA_001998455.1	PRJNA203162	SAMN02837624	Chromosome	7/7/2005	USA	NULL	lung
GCA_001998485.1	PRJNA203186	SAMN02837648	Chromosome	3/10/2010	USA	NULL	sputum
GCA_001998545.1	PRJNA203166	SAMN02837628	Chromosome	1/2/2007	USA	NULL	sputum
GCA_001998585.1	PRJNA203169	SAMN02837631	Chromosome	20/5/2008	USA	NULL	pancreas
GCA_001998645.1	PRJNA203185	SAMN02837647	Chromosome	28/5/2003	USA	NULL	sputum
GCA_001998705.1	PRJNA203182	SAMN02837644	Chromosome	8/6/2005	USA	NULL	sputum
GCA_001998735.1	PRJNA203184	SAMN02837646	Chromosome	8/4/2002	USA	NULL	lymph node
GCA_001999445.1	PRJNA341407	SAMN05721799	Scaffold	missing	missing	missing	missing
GCA_002000185.1	PRJNA358292	SAMN06169722	Scaffold	2004	South Africa	Tuberculosis	sputum
GCA_002000215.1	PRJNA358287	SAMN06169721	Scaffold	2002	Viet Nam	Tuberculosis	sputum
GCA_002000905.1	PRJNA203183	SAMN02837645	Chromosome	24/4/2009	USA	NULL	sputum
GCA_002000925.1	PRJNA203168	SAMN02837630	Chromosome	17/3/2008	USA	NULL	sputum
GCA_002000945.1	PRJNA203187	SAMN02837649	Chromosome	6/10/2010	USA	NULL	bronchial fluid
GCA_002000965.1	PRJNA203180	SAMN02837642	Chromosome	8/11/2002	USA	NULL	testis
GCA_002003715.1	PRJNA361211	SAMN06189363	Contig	7/8/2015	Russia: Irkutsk Oblast, Chunsky Municipal District	tuberculous pleurisy	65-years-old male patient
GCA_002003745.1	PRJNA361210	SAMN06189364	Contig	NULL	Russia: Sverdlovskaya Oblast, Tavdinsky Municipal District	bilateral cavernous pulmonary tuberculosis	unknown (sputum maybe)
GCA_000291765.1	PRJDA72517	SAMD00036586	Scaffold	NULL	NULL	NULL	NULL
GCA_001969035.1	PRJNA317009	SAMN04595072	Chromosome	1995	Argentina: Buenos Aires	multidrug-resistant tuberculosis	sputum specimen
GCA_001969025.1	PRJNA317008	SAMN04595071	Chromosome	1998	Argentina: Buenos Aires	multidrug-resistant tuberculosis	sputum specimen
GCA_002026285.1	PRJNA362881	SAMN06250727	Contig	18/3/2011	France	NULL	organ from animal collected by hunter
